country_code,tech_id,year,generation_twh,capacity_gw,emissions_mtco2,lcoe_usd_per_mwh
CHN,7,2008,1729.826,340.46,1418.457,74.32
CHN,1,2009,12.38,6.73,0.557,209.89
CHN,2,2009,61.391,21.9,0.675,93.69
CHN,3,2009,14.725,3.82,0.177,134.65
CHN,4,2009,361.882,86.06,8.685,56.67
CHN,5,2009,150.784,19.34,1.809,97.2
CHN,6,2009,656.749,144.18,321.807,66.67
CHN,7,2009,1757.769,345.96,1441.371,71.67
CHN,1,2010,17.645,9.59,0.794,184.71
CHN,2,2010,75.918,27.08,0.835,88.07
CHN,3,2010,19.29,5.0,0.231,125.22
CHN,4,2010,379.252,90.2,9.102,53.25
CHN,5,2010,158.022,20.27,1.896,99.0
CHN,6,2010,727.989,159.81,356.715,63.25
CHN,7,2010,1782.317,350.79,1461.5,68.25
CHN,1,2011,25.149,13.67,1.132,162.54
CHN,2,2011,93.883,33.49,1.033,82.78
CHN,3,2011,25.27,6.56,0.303,116.46
CHN,4,2011,397.456,94.52,9.539,50.64
CHN,5,2011,165.607,21.24,1.987,100.8
CHN,6,2011,802.269,176.12,393.112,60.64
CHN,7,2011,1802.499,354.77,1478.049,65.64
CHN,1,2012,35.845,19.49,1.613,143.04
CHN,2,2012,116.1,41.42,1.277,77.82
CHN,3,2012,33.103,8.59,0.397,108.31
CHN,4,2012,416.534,99.06,9.997,50.09
CHN,5,2012,173.556,22.26,2.083,102.6
CHN,6,2012,878.889,192.94,430.656,60.09
CHN,7,2012,1817.089,357.64,1490.013,65.09
CHN,1,2013,51.088,27.77,2.299,125.87
CHN,2,2013,143.574,51.22,1.579,73.15
CHN,3,2013,43.365,11.25,0.52,100.72
CHN,4,2013,436.527,103.82,10.477,51.84
CHN,5,2013,181.886,23.33,2.183,104.4
CHN,6,2013,956.763,210.04,468.814,61.84
CHN,7,2013,1824.524,359.1,1496.11,66.84
CHN,1,2014,72.815,39.58,3.277,110.77
CHN,2,2014,177.549,63.34,1.953,68.76
CHN,3,2014,56.808,14.74,0.682,93.67
CHN,4,2014,457.481,108.8,10.98,55.08
CHN,5,2014,190.617,24.45,2.287,106.2
CHN,6,2014,1034.259,227.05,506.787,65.08
CHN,7,2014,1822.81,358.76,1494.704,70.08
CHN,1,2015,103.782,56.42,4.67,97.48
CHN,2,2015,219.565,78.33,2.415,64.63
CHN,3,2015,74.419,19.31,0.893,87.12
CHN,4,2015,479.44,114.02,11.507,58.28
CHN,5,2015,199.767,25.62,2.397,108.0
CHN,6,2015,1108.977,243.45,543.399,68.28
CHN,7,2015,1809.383,356.12,1483.694,73.28
CHN,1,2016,147.919,80.41,6.656,85.78
CHN,2,2016,271.522,96.86,2.987,60.76
CHN,3,2016,97.489,25.29,1.17,81.02
CHN,4,2016,502.453,119.5,12.059,59.94
CHN,5,2016,209.355,26.85,2.512,109.8
CHN,6,2016,1177.431,258.48,576.941,69.94
CHN,7,2016,1780.938,350.52,1460.369,74.94
CHN,1,2017,210.826,114.6,9.487,75.48
CHN,2,2017,335.775,119.78,3.694,57.11
CHN,3,2017,127.71,33.13,1.533,75.35
CHN,4,2017,526.571,125.23,12.638,59.27
CHN,5,2017,219.404,28.14,2.633,111.6
CHN,6,2017,1234.606,271.03,604.957,69.27
CHN,7,2017,1733.197,341.13,1421.222,74.27
CHN,1,2018,300.486,163.34,13.522,66.43
CHN,2,2018,415.233,148.13,4.568,53.68
CHN,3,2018,167.3,43.4,2.008,74.0
CHN,4,2018,551.846,131.24,13.244,56.6
CHN,5,2018,229.936,29.49,2.759,113.4
CHN,6,2018,1273.319,279.53,623.926,66.6
CHN,7,2018,1660.596,326.84,1361.689,71.6
CHN,1,2019,428.276,232.81,19.272,58.46
CHN,2,2019,513.494,183.18,5.648,50.46
CHN,3,2019,219.163,56.86,2.63,74.0
CHN,4,2019,578.335,137.54,13.88,53.17
CHN,5,2019,240.973,30.91,2.892,115.2
CHN,6,2019,1283.325,281.73,628.829,63.17
CHN,7,2019,1555.889,306.23,1275.829,68.17
CHN,1,2020,610.413,331.82,27.469,51.44
CHN,2,2020,635.007,226.53,6.985,47.44
CHN,3,2020,287.104,74.49,3.445,74.0
CHN,4,2020,606.095,144.14,14.546,50.6
CHN,5,2020,252.539,32.39,3.03,117.0
CHN,6,2020,1250.026,274.42,612.513,60.6
CHN,7,2020,1409.604,277.44,1155.875,65.6
CHN,1,2021,870.01,472.93,39.15,45.27
CHN,2,2021,785.275,280.14,8.638,44.59
CHN,3,2021,376.106,97.58,4.513,74.0
CHN,4,2021,635.187,151.06,15.244,50.1
CHN,5,2021,264.661,33.95,3.176,118.8
CHN,6,2021,1152.649,253.04,564.798,60.1
CHN,7,2021,1209.337,238.02,991.656,65.1
CHN,1,2022,1240.008,674.06,55.8,39.84
CHN,2,2022,971.103,346.43,10.682,41.91
CHN,3,2022,492.699,127.83,5.912,74.0
CHN,4,2022,665.676,158.31,15.976,51.91
CHN,5,2022,277.365,35.58,3.328,120.6
CHN,6,2022,961.628,211.11,471.198,61.91
CHN,7,2022,938.822,184.78,769.834,66.91
CHN,1,2023,1453.393,790.06,65.403,36.0
CHN,2,2023,1200.905,428.41,13.21,39.4
CHN,3,2023,645.436,167.45,7.745,74.0
CHN,4,2023,697.629,165.91,16.743,55.17
CHN,5,2023,290.679,37.28,3.488,122.4
CHN,6,2023,799.378,175.49,391.695,65.17
CHN,7,2023,726.153,142.92,595.445,70.17
CHN,1,2024,1523.156,827.98,68.542,36.0
CHN,2,2024,1485.087,529.78,16.336,37.03
CHN,3,2024,845.521,219.37,10.146,74.0
CHN,4,2024,731.115,173.88,17.547,58.35
CHN,5,2024,304.631,39.07,3.656,124.2
CHN,6,2024,652.088,143.15,319.523,68.35
CHN,7,2024,551.026,108.45,451.841,73.35
IND,1,2005,0.56,0.3,0.025,350.0
IND,2,2005,7.35,2.62,0.081,120.0
IND,3,2005,0.0,0.0,0.0,180.0
IND,4,2005,84.0,19.98,2.016,55.0
IND,5,2005,0.0,0.0,0.0,90.0
IND,6,2005,121.618,26.7,59.593,65.0
IND,7,2005,486.472,95.75,398.907,70.0
IND,1,2006,0.798,0.43,0.036,308.0
IND,2,2006,9.089,3.24,0.1,112.8
IND,3,2006,0.0,0.0,0.0,167.4
IND,4,2006,88.032,20.94,2.113,58.22
IND,5,2006,0.0,0.0,0.0,91.8
IND,6,2006,138.578,30.42,67.903,68.22
IND,7,2006,497.102,97.84,407.624,73.22
IND,1,2007,1.138,0.62,0.051,271.04
IND,2,2007,11.24,4.01,0.124,106.03
IND,3,2007,0.0,0.0,0.0,155.68
IND,4,2007,92.258,21.94,2.214,59.93
IND,5,2007,0.0,0.0,0.0,93.6
IND,6,2007,156.746,34.41,76.806,69.93
IND,7,2007,507.432,99.87,416.094,74.93
IND,1,2008,1.621,0.88,0.073,238.52
IND,2,2008,13.9,4.96,0.153,99.67
IND,3,2008,0.0,0.0,0.0,144.78
IND,4,2008,96.686,22.99,2.32,59.32
IND,5,2008,0.0,0.0,0.0,95.4
IND,6,2008,176.151,38.67,86.314,69.32
IND,7,2008,517.357,101.83,424.233,74.32
IND,1,2009,2.311,1.26,0.104,209.89
IND,2,2009,17.189,6.13,0.189,93.69
IND,3,2009,0.0,0.0,0.0,134.65
IND,4,2009,101.327,24.1,2.432,56.67
IND,5,2009,0.0,0.0,0.0,97.2
IND,6,2009,196.809,43.21,96.436,66.67
IND,7,2009,526.754,103.68,431.938,71.67
IND,1,2010,3.294,1.79,0.148,184.71
IND,2,2010,21.257,7.58,0.234,88.07
IND,3,2010,0.0,0.0,0.0,125.22
IND,4,2010,106.191,25.25,2.549,53.25
IND,5,2010,0.0,0.0,0.0,99.0
IND,6,2010,218.712,48.01,107.169,63.25
IND,7,2010,535.467,105.39,439.083,68.25
IND,1,2011,4.694,2.55,0.211,162.54
IND,2,2011,26.287,9.38,0.289,82.78
IND,3,2011,0.0,0.0,0.0,116.46
IND,4,2011,111.288,26.47,2.671,50.64
IND,5,2011,0.0,0.0,0.0,100.8
IND,6,2011,241.819,53.09,118.491,60.64
IND,7,2011,543.308,106.93,445.513,65.64
IND,1,2012,6.691,3.64,0.301,143.04
IND,2,2012,32.508,11.6,0.358,77.82
IND,3,2012,0.0,0.0,0.0,108.31
IND,4,2012,116.629,27.74,2.799,50.09
IND,5,2012,0.0,0.0,0.0,102.6
IND,6,2012,266.043,58.4,130.361,60.09
IND,7,2012,550.04,108.26,451.033,65.09
IND,1,2013,9.537,5.18,0.429,125.87
IND,2,2013,40.201,14.34,0.442,73.15
IND,3,2013,0.0,0.0,0.0,100.72
IND,4,2013,122.228,29.07,2.933,51.84
IND,5,2013,0.0,0.0,0.0,104.4
IND,6,2013,291.23,63.93,142.703,61.84
IND,7,2013,555.369,109.31,455.403,66.84
IND,1,2014,13.592,7.39,0.612,110.77
IND,2,2014,49.714,17.73,0.547,68.76
IND,3,2014,0.0,0.0,0.0,93.67
IND,4,2014,128.095,30.46,3.074,55.08
IND,5,2014,0.0,0.0,0.0,106.2
IND,6,2014,317.132,69.62,155.395,65.08
IND,7,2014,558.923,110.01,458.317,70.08
IND,1,2015,19.373,10.53,0.872,97.48
IND,2,2015,61.478,21.93,0.676,64.63
IND,3,2015,0.0,0.0,0.0,87.12
IND,4,2015,134.243,31.93,3.222,58.28
IND,5,2015,0.0,0.0,0.0,108.0
IND,6,2015,343.368,75.38,168.25,68.28
IND,7,2015,560.231,110.26,459.389,73.28
IND,1,2016,27.612,15.01,1.243,85.78
IND,2,2016,76.026,27.12,0.836,60.76
IND,3,2016,0.0,0.0,0.0,81.02
IND,4,2016,140.687,33.46,3.376,59.94
IND,5,2016,0.0,0.0,0.0,109.8
IND,6,2016,369.37,81.09,180.991,69.94
IND,7,2016,558.695,109.96,458.13,74.94
IND,1,2017,39.354,21.39,1.771,75.48
IND,2,2017,94.017,33.54,1.034,57.11
IND,3,2017,0.0,0.0,0.0,75.35
IND,4,2017,147.44,35.06,3.539,59.27
IND,5,2017,0.0,0.0,0.0,111.6
IND,6,2017,394.307,86.56,193.21,69.27
IND,7,2017,553.547,108.95,453.909,74.27
IND,1,2018,56.091,30.49,2.524,66.43
IND,2,2018,116.265,41.48,1.279,53.68
IND,3,2018,0.0,0.0,0.0,74.0
IND,4,2018,154.517,36.75,3.708,56.6
IND,5,2018,0.0,0.0,0.0,113.4
IND,6,2018,416.973,91.54,204.317,66.6
IND,7,2018,543.795,107.03,445.912,71.6
IND,1,2019,79.945,43.46,3.598,58.46
IND,2,2019,143.778,51.29,1.582,50.46
IND,3,2019,0.0,0.0,0.0,74.0
IND,4,2019,161.934,38.51,3.886,53.17
IND,5,2019,0.0,0.0,0.0,115.2
IND,6,2019,435.633,95.63,213.46,63.17
IND,7,2019,528.157,103.95,433.089,68.17
IND,1,2020,113.944,61.94,5.127,51.44
IND,2,2020,177.802,63.43,1.956,47.44
IND,3,2020,0.0,0.0,0.0,74.0
IND,4,2020,169.707,40.36,4.073,50.6
IND,5,2020,0.0,0.0,0.0,117.0
IND,6,2020,447.801,98.31,219.422,60.6
IND,7,2020,504.967,99.39,414.073,65.6
IND,1,2021,162.402,88.28,7.308,45.27
IND,2,2021,219.877,78.44,2.419,44.59
IND,3,2021,0.0,0.0,0.0,74.0
IND,4,2021,177.852,42.3,4.268,50.1
IND,5,2021,0.0,0.0,0.0,118.8
IND,6,2021,449.922,98.77,220.462,60.1
IND,7,2021,472.05,92.91,387.081,65.1
IND,1,2022,231.468,125.83,10.416,39.84
IND,2,2022,271.909,97.0,2.991,41.91
IND,3,2022,0.0,0.0,0.0,74.0
IND,4,2022,186.389,44.33,4.473,51.91
IND,5,2022,0.0,0.0,0.0,120.6
IND,6,2022,436.92,95.92,214.091,61.91
IND,7,2022,426.558,83.95,349.778,66.91
IND,1,2023,329.907,179.34,14.846,36.0
IND,2,2023,336.253,119.95,3.699,39.4
IND,3,2023,0.0,0.0,0.0,74.0
IND,4,2023,195.336,46.46,4.688,55.17
IND,5,2023,0.0,0.0,0.0,122.4
IND,6,2023,401.543,88.15,196.756,65.17
IND,7,2023,364.761,71.79,299.104,70.17
IND,1,2024,426.484,231.84,19.192,36.0
IND,2,2024,415.824,148.34,4.574,37.03
IND,3,2024,0.0,0.0,0.0,74.0
IND,4,2024,204.712,48.69,4.913,58.35
IND,5,2024,0.0,0.0,0.0,124.2
IND,6,2024,357.132,78.4,174.995,68.35
IND,7,2024,301.783,59.4,247.462,73.35
DEU,1,2005,0.744,0.4,0.033,350.0
DEU,2,2005,13.95,4.98,0.153,120.0
DEU,3,2005,1.24,0.32,0.015,180.0
DEU,4,2005,74.4,17.69,1.786,55.0
DEU,5,2005,0.0,0.0,0.0,90.0
DEU,6,2005,264.833,58.14,129.768,65.0
DEU,7,2005,264.833,52.12,217.163,70.0
DEU,1,2006,1.018,0.55,0.046,308.0
DEU,2,2006,16.56,5.91,0.182,112.8
DEU,3,2006,1.559,0.4,0.019,167.4
DEU,4,2006,74.846,17.8,1.796,58.22
DEU,5,2006,0.0,0.0,0.0,91.8
DEU,6,2006,280.76,61.64,137.572,68.22
DEU,7,2006,248.976,49.0,204.16,73.22
DEU,1,2007,1.393,0.76,0.063,271.04
DEU,2,2007,19.658,7.01,0.216,106.03
DEU,3,2007,1.961,0.51,0.024,155.68
DEU,4,2007,75.295,17.91,1.807,59.93
DEU,5,2007,0.0,0.0,0.0,93.6
DEU,6,2007,296.327,65.05,145.2,69.93
DEU,7,2007,232.828,45.83,190.919,74.93
DEU,1,2008,1.905,1.04,0.086,238.52
DEU,2,2008,23.335,8.32,0.257,99.67
DEU,3,2008,2.466,0.64,0.03,144.78
DEU,4,2008,75.747,18.01,1.818,59.32
DEU,5,2008,0.0,0.0,0.0,95.4
DEU,6,2008,311.386,68.36,152.579,69.32
DEU,7,2008,216.387,42.59,177.437,74.32
DEU,1,2009,2.607,1.42,0.117,209.89
DEU,2,2009,27.701,9.88,0.305,93.69
DEU,3,2009,3.101,0.8,0.037,134.65
DEU,4,2009,76.202,18.12,1.829,56.67
DEU,5,2009,0.0,0.0,0.0,97.2
DEU,6,2009,325.751,71.51,159.618,66.67
DEU,7,2009,199.654,39.3,163.716,71.67
DEU,1,2010,3.567,1.94,0.161,184.71
DEU,2,2010,32.883,11.73,0.362,88.07
DEU,3,2010,3.899,1.01,0.047,125.22
DEU,4,2010,76.659,18.23,1.84,53.25
DEU,5,2010,0.0,0.0,0.0,99.0
DEU,6,2010,339.181,74.46,166.199,63.25
DEU,7,2010,182.636,35.95,149.762,68.25
DEU,1,2011,4.88,2.65,0.22,162.54
DEU,2,2011,39.035,13.93,0.429,82.78
DEU,3,2011,4.903,1.27,0.059,116.46
DEU,4,2011,77.119,18.34,1.851,50.64
DEU,5,2011,0.0,0.0,0.0,100.8
DEU,6,2011,351.37,77.14,172.171,60.64
DEU,7,2011,165.351,32.54,135.588,65.64
DEU,1,2012,6.676,3.63,0.3,143.04
DEU,2,2012,46.338,16.53,0.51,77.82
DEU,3,2012,6.166,1.6,0.074,108.31
DEU,4,2012,77.582,18.45,1.862,50.09
DEU,5,2012,0.0,0.0,0.0,102.6
DEU,6,2012,361.924,79.45,177.343,60.09
DEU,7,2012,147.828,29.1,121.219,65.09
DEU,1,2013,9.134,4.97,0.411,125.87
DEU,2,2013,55.007,19.62,0.605,73.15
DEU,3,2013,7.753,2.01,0.093,100.72
DEU,4,2013,78.047,18.56,1.873,51.84
DEU,5,2013,0.0,0.0,0.0,104.4
DEU,6,2013,370.334,81.3,181.464,61.84
DEU,7,2013,130.117,25.61,106.696,66.84
DEU,1,2014,12.497,6.79,0.562,110.77
DEU,2,2014,65.297,23.29,0.718,68.76
DEU,3,2014,9.75,2.53,0.117,93.67
DEU,4,2014,78.515,18.67,1.884,55.08
DEU,5,2014,0.0,0.0,0.0,106.2
DEU,6,2014,375.941,82.53,184.211,65.08
DEU,7,2014,112.294,22.1,92.081,70.08
DEU,1,2015,17.098,9.29,0.769,97.48
DEU,2,2015,77.513,27.65,0.853,64.63
DEU,3,2015,12.26,3.18,0.147,87.12
DEU,4,2015,78.986,18.78,1.896,58.28
DEU,5,2015,0.0,0.0,0.0,108.0
DEU,6,2015,377.89,82.96,185.166,68.28
DEU,7,2015,94.473,18.59,77.468,73.28
DEU,1,2016,23.393,12.72,1.053,85.78
DEU,2,2016,92.014,32.82,1.012,60.76
DEU,3,2016,15.417,4.0,0.185,81.02
DEU,4,2016,79.46,18.9,1.907,59.94
DEU,5,2016,0.0,0.0,0.0,109.8
DEU,6,2016,375.065,82.34,183.782,69.94
DEU,7,2016,76.821,15.12,62.993,74.94
DEU,1,2017,32.005,17.4,1.44,75.48
DEU,2,2017,109.228,38.97,1.202,57.11
DEU,3,2017,19.387,5.03,0.233,75.35
DEU,4,2017,79.937,19.01,1.918,59.27
DEU,5,2017,0.0,0.0,0.0,111.6
DEU,6,2017,366.004,80.35,179.342,69.27
DEU,7,2017,59.582,11.73,48.857,74.27
DEU,1,2018,43.788,23.8,1.97,66.43
DEU,2,2018,129.662,46.25,1.426,53.68
DEU,3,2018,24.38,6.33,0.293,74.0
DEU,4,2018,80.417,19.13,1.93,56.6
DEU,5,2018,0.0,0.0,0.0,113.4
DEU,6,2018,348.785,76.57,170.905,66.6
DEU,7,2018,43.108,8.48,35.349,71.6
DEU,1,2019,59.909,32.57,2.696,58.46
DEU,2,2019,153.92,54.91,1.693,50.46
DEU,3,2019,30.657,7.95,0.368,74.0
DEU,4,2019,80.899,19.24,1.942,53.17
DEU,5,2019,0.0,0.0,0.0,115.2
DEU,6,2019,320.874,70.44,157.228,63.17
DEU,7,2019,27.902,5.49,22.88,68.17
DEU,1,2020,81.965,44.56,3.688,51.44
DEU,2,2020,182.715,65.18,2.01,47.44
DEU,3,2020,38.552,10.0,0.463,74.0
DEU,4,2020,81.385,19.36,1.953,50.6
DEU,5,2020,0.0,0.0,0.0,117.0
DEU,6,2020,278.91,61.23,136.666,60.6
DEU,7,2020,14.679,2.89,12.037,65.6
DEU,1,2021,112.141,60.96,5.046,45.27
DEU,2,2021,204.682,73.02,2.252,44.59
DEU,3,2021,48.479,12.58,0.582,74.0
DEU,4,2021,81.873,19.47,1.965,50.1
DEU,5,2021,0.0,0.0,0.0,118.8
DEU,6,2021,223.345,49.03,109.439,60.1
DEU,7,2021,11.755,2.31,9.639,65.1
DEU,1,2022,153.426,83.4,6.904,39.84
DEU,2,2022,205.911,73.46,2.265,41.91
DEU,3,2022,60.962,15.82,0.732,74.0
DEU,4,2022,82.364,19.59,1.977,51.91
DEU,5,2022,0.0,0.0,0.0,120.6
DEU,6,2022,174.52,38.31,85.515,61.91
DEU,7,2022,9.185,1.81,7.532,66.91
DEU,1,2023,172.622,93.84,7.768,36.0
DEU,2,2023,207.146,73.9,2.279,39.4
DEU,3,2023,76.659,19.89,0.92,74.0
DEU,4,2023,82.858,19.71,1.989,55.17
DEU,5,2023,0.0,0.0,0.0,122.4
DEU,6,2023,143.641,31.53,70.384,65.17
DEU,7,2023,7.56,1.49,6.199,70.17
DEU,1,2024,173.657,94.4,7.815,36.0
DEU,2,2024,208.389,74.34,2.292,37.03
DEU,3,2024,96.399,25.01,1.157,74.0
DEU,4,2024,83.356,19.82,2.001,58.35
DEU,5,2024,0.0,0.0,0.0,124.2
DEU,6,2024,126.187,27.7,61.832,68.35
DEU,7,2024,6.641,1.31,5.446,73.35
GBR,1,2005,0.32,0.17,0.014,350.0
GBR,2,2005,9.0,3.21,0.099,120.0
GBR,3,2005,0.8,0.21,0.01,180.0
GBR,4,2005,48.0,11.42,1.152,55.0
